1,0,0,2
1,0,1,2
1,0,2,2
1,0,3,2
user_action,game_state,attempt,agent_assistance
1,0,0,2
1,0,1,2
1,0,2,2
1,0,3,2
1,0,0,2
1,0,1,2
1,0,2,2
1,0,3,2
0,1,0,2
1,1,0,2
1,1,1,2
1,1,2,2
1,1,3,2
2,2,0,2
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,1
1,0,2,3
1,0,3,4
1,0,0,0
1,0,1,1
1,0,2,3
1,0,3,4
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,1
1,0,2,2
1,0,3,4
1,0,0,0
1,0,1,1
2,0,2,3
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,2
1,0,2,2
1,0,3,4
1,0,0,0
1,0,1,2
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,2
1,0,2,2
1,0,3,4
2,0,0,0
1,0,1,2
1,0,2,2
1,0,3,4
1,1,0,0
1,1,1,3
1,1,2,2
1,1,3,4
1,1,0,0
1,1,1,2
1,1,2,3
1,1,3,4
1,2,0,0
1,2,1,3
1,2,2,2
1,2,3,4
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,1
1,0,2,3
1,0,3,4
1,0,0,0
1,0,1,2
1,0,2,2
1,0,3,4
1,1,0,0
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,1
1,0,2,3
1,0,3,4
1,0,0,0
1,0,1,1
1,0,2,3
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,2
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,2
1,0,2,2
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,1
1,0,2,3
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,1
1,0,2,2
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,2
1,0,2,3
1,0,3,4
1,0,0,0
1,0,1,2
1,0,2,3
1,0,3,4
user_action,game_state,attempt,agent_assistance
user_action,game_state,attempt,agent_assistance
1,0,0,0
2,0,1,2
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,2
1,0,2,2
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,1
1,0,2,2
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,2
1,0,2,3
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,2
2,0,2,3
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,2
1,0,2,2
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,1
1,0,2,3
user_action,game_state,attempt,agent_assistance
1,0,0,1
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,2
1,0,2,3
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,2
1,0,2,3
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,1
1,0,2,3
1,0,3,4
1,0,0,0
1,0,1,1
1,0,2,3
user_action,game_state,attempt,agent_assistance
0,0,0,0
0,0,0,0
1,1,0,0
1,1,1,3
1,1,2,3
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,2
1,0,2,3
1,0,3,4
1,0,0,0
1,0,1,2
1,0,2,2
1,0,3,4
1,1,0,0
1,1,1,3
1,1,2,3
user_action,game_state,attempt,agent_assistance
0,0,0,0
0,0,0,0
1,1,0,0
1,1,1,3
2,1,2,2
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,2
0,0,2,3
1,0,0,1
1,0,1,2
1,0,2,2
1,0,3,4
1,1,0,0
1,1,1,2
1,1,2,2
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,2
1,0,2,2
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,1
1,0,2,3
1,0,3,4
1,0,0,0
1,0,1,1
1,0,2,3
0,0,3,4
1,1,0,1
1,1,1,3
1,1,2,2
user_action,game_state,attempt,agent_assistance
0,0,0,0
0,0,0,0
1,1,0,0
1,1,1,2
1,1,2,2
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,1
1,0,2,3
1,0,3,4
1,0,0,0
1,0,1,1
1,0,2,3
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,1
1,0,2,2
1,0,3,4
1,0,0,0
2,0,1,2
2,0,2,3
1,0,3,4
1,1,0,0
2,1,1,3
1,1,2,2
1,1,3,4
1,1,0,0
1,1,1,2
1,1,2,2
1,1,3,4
1,2,0,0
2,2,1,3
1,2,2,2
0,2,3,4
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,2
1,0,2,2
1,0,3,4
1,0,0,0
2,0,1,2
user_action,game_state,attempt,agent_assistance
1,0,0,0
2,0,1,2
user_action,game_state,attempt,agent_assistance
1,0,0,4
1,0,1,4
1,0,2,4
user_action,game_state,attempt,agent_assistance
1,0,0,2
1,0,1,2
1,0,2,2
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,2
1,0,2,3
1,0,3,4
1,0,0,0
1,0,1,1
0,0,2,2
1,1,0,1
1,1,1,2
1,1,2,3
0,1,3,4
1,1,0,1
1,1,1,2
1,1,2,2
1,1,3,4
1,2,0,0
2,2,1,3
0,2,2,5
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,2
1,0,2,2
user_action,game_state,attempt,agent_assistance
0,0,0,0
1,0,0,1
1,0,1,2
1,0,2,3
0,0,3,4
1,1,0,0
1,1,1,2
1,1,2,2
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,1
1,0,2,3
1,0,3,4
1,0,0,0
1,0,1,1
1,0,2,2
1,0,3,4
1,1,0,0
1,1,1,3
1,1,2,3
1,1,3,4
2,1,0,0
1,1,1,2
1,1,2,3
user_action,game_state,attempt,agent_assistance
0,0,0,0
0,0,0,0
0,1,0,0
1,1,0,0
1,1,1,3
1,1,2,3
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,1
2,0,2,2
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,2
1,0,2,2
1,0,3,4
1,0,0,0
1,0,1,2
1,0,2,3
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,1
1,0,2,2
1,0,3,4
1,0,0,0
1,0,1,1
1,0,2,3
1,0,3,4
1,1,0,0
1,1,1,3
1,1,2,2
1,1,3,4
0,1,0,0
1,2,0,2
1,2,1,2
1,2,2,2
1,2,3,0
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,1
1,0,2,3
0,0,3,4
1,0,0,0
1,0,1,2
1,0,2,3
1,0,3,4
1,1,0,0
0,1,1,3
1,1,0,1
1,1,1,3
1,1,2,2
1,1,3,4
2,2,0,0
1,2,1,2
1,2,2,2
1,2,3,4
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,1
1,0,2,3
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,1
1,0,2,3
1,0,3,4
1,0,0,0
1,0,1,1
1,0,2,3
1,0,3,4
2,1,0,0
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,2
1,0,2,2
1,0,3,4
1,0,0,0
1,0,1,2
1,0,2,3
1,0,3,4
1,1,0,0
2,1,1,2
2,1,2,3
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,1
1,0,2,2
1,0,3,4
1,0,0,0
1,0,1,1
2,0,2,3
1,0,3,4
1,1,0,0
1,1,1,3
1,1,2,2
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,1
1,0,2,2
1,0,3,4
1,0,0,0
1,0,1,1
1,0,2,2
0,0,3,4
0,1,0,1
0,1,0,1
0,2,0,1
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,2
1,0,2,3
user_action,game_state,attempt,agent_assistance
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,2
1,0,2,2
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,2
1,0,2,3
1,0,3,4
1,0,0,0
1,0,1,2
1,0,2,2
1,0,3,4
1,1,0,0
1,1,1,2
0,1,2,2
1,1,0,1
1,1,1,2
0,1,2,3
1,2,0,1
1,2,1,3
1,2,2,2
1,2,3,0
user_action,game_state,attempt,agent_assistance
0,0,0,0
0,0,0,0
1,1,0,0
0,1,1,2
1,1,0,2
0,1,1,3
1,2,0,1
1,2,1,3
0,2,2,2
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,1
1,0,2,1
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,1
1,0,2,1
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,1
1,0,2,1
1,0,3,1
1,0,0,1
user_action,game_state,attempt,agent_assistance
0,0,0,0
1,0,0,1
1,0,1,1
1,0,2,1
user_action,game_state,attempt,agent_assistance
0,0,0,0
1,0,0,3
1,0,1,3
1,0,2,3
1,0,3,3
1,1,0,3
1,1,1,3
1,1,2,3
user_action,game_state,attempt,agent_assistance
0,0,0,0
0,0,0,0
0,1,0,0
1,1,0,3
1,1,1,3
1,1,2,3
0,1,3,3
1,2,0,3
1,2,1,3
0,2,2,3
user_action,game_state,attempt,agent_assistance
2,0,0,0
user_action,game_state,attempt,agent_assistance
0,0,0,1
1,0,0,1
1,0,1,1
1,0,2,2
1,0,3,4
2,1,0,0
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,2
1,0,2,2
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,2
1,0,2,3
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,1
1,0,2,3
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,1
1,0,2,3
1,0,3,4
user_action,game_state,attempt,agent_assistance
0,0,0,0
1,0,0,1
1,0,1,1
1,0,2,2
user_action,game_state,attempt,agent_assistance
0,0,0,0
1,0,0,0
1,0,1,2
1,0,2,2
1,0,3,4
1,1,0,0
1,1,1,3
1,1,2,2
0,1,3,4
1,1,0,0
0,1,1,3
0,2,0,3
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,1
1,0,2,3
1,0,3,4
1,0,0,0
0,0,1,2
1,1,0,1
1,1,1,3
0,1,2,3
0,1,0,0
1,2,0,2
1,2,1,2
1,2,2,2
1,2,3,0
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,2
1,0,2,2
user_action,game_state,attempt,agent_assistance
1,0,0,1
1,0,1,2
1,0,2,3
1,0,3,4
1,0,0,0
1,0,1,1
1,0,2,2
1,0,3,4
1,1,0,0
1,1,1,2
1,1,2,2
1,1,3,4
2,1,0,0
user_action,game_state,attempt,agent_assistance
0,0,0,0
0,0,0,0
0,1,0,0
1,1,0,0
1,1,1,2
1,1,2,3
1,1,3,4
2,2,0,0
user_action,game_state,attempt,agent_assistance
0,0,0,0
0,0,0,0
0,1,0,0
0,1,0,0
1,2,0,2
1,2,1,2
1,2,2,2
1,2,3,0
user_action,game_state,attempt,agent_assistance
1,0,0,0
2,0,1,2
1,0,2,2
1,0,3,4
user_action,game_state,attempt,agent_assistance
0,0,0,0
1,0,0,0
1,0,1,2
1,0,2,2
1,0,3,4
1,1,0,0
1,1,1,3
1,1,2,2
1,1,3,4
0,1,0,0
1,2,0,1
1,2,1,2
0,2,2,2
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,1
1,0,2,2
1,0,3,4
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,1
1,0,2,2
1,0,3,4
2,0,0,0
user_action,game_state,attempt,agent_assistance
0,0,0,0
1,0,0,0
1,0,1,1
1,0,2,2
1,0,3,4
user_action,game_state,attempt,agent_assistance
0,0,0,0
0,0,0,0
1,1,0,1
1,1,1,3
1,1,2,2
user_action,game_state,attempt,agent_assistance
0,0,0,1
1,0,0,0
1,0,1,1
1,0,2,3
1,0,3,4
user_action,game_state,attempt,agent_assistance
0,0,0,0
0,0,0,0
1,1,0,1
1,1,1,2
1,1,2,2
1,1,3,4
user_action,game_state,attempt,agent_assistance
0,0,0,0
0,0,0,0
0,1,0,0
1,1,0,1
1,1,1,2
1,1,2,2
1,1,3,4
2,2,0,0
1,2,1,3
user_action,game_state,attempt,agent_assistance
1,0,0,0
1,0,1,1
1,0,2,2
1,0,3,4
1,0,0,0
1,0,1,1
1,0,2,3
1,0,3,4
2,1,0,0
1,1,1,2
2,1,2,2
0,1,3,4
1,1,0,1
1,1,1,2
0,1,2,3
0,2,0,3
user_action,game_state,attempt,agent_assistance
0,0,0,0
0,0,0,0
0,1,0,0
user_action,game_state,attempt,agent_assistance
1,0,0,1
0,0,1,1
0,0,0,1
0,1,0,1
1,1,0,1
1,1,1,2
1,1,2,2
0,1,3,4
0,2,0,2
